run_id,stage,wp,cfg,fluid_hp,fluid_he,seed,scheduler_status,exit_code,elapsed_s,run_dir,detail
S0FINALFIX_DCD_SBVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-D,SBVCHP_SRORC,Cyclopentane,R134a,42,FINISHED,0,3.091135025024414,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SBVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,Cyclopentane,R134a,42,FINISHED,0,3.0825674533843994,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_Cyclopentane_R290_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,Cyclopentane,R290,42,FINISHED,0,2.8617091178894043,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_Cyclopentane_R290_seed042_20260716T110657Z,
S0FINALFIX_DCE_SBVCHP-SRORC_R1233zdE_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-E,SBVCHP_SRORC,R1233zd(E),R134a,42,FINISHED,0,3.080878973007202,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCE_SBVCHP-SRORC_R1233zdE_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCE_SRVCHP-SRORC_R1233zdE_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-E,SRVCHP_SRORC,R1233zd(E),R134a,42,FINISHED,0,3.0716257095336914,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCE_SRVCHP-SRORC_R1233zdE_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCE_SRVCHP-SRORC_R1233zdE_R152A_seed042_20260716T110657Z,S0FINALFIX,DC-E,SRVCHP_SRORC,R1233zd(E),R152A,42,FINISHED,0,2.86970853805542,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCE_SRVCHP-SRORC_R1233zdE_R152A_seed042_20260716T110657Z,
S0FINALFIX_DCE_SBVCHP-SRORC_R1233zdE_R152A_seed042_20260716T110657Z,S0FINALFIX,DC-E,SBVCHP_SRORC,R1233zd(E),R152A,42,FINISHED,0,3.0922088623046875,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCE_SBVCHP-SRORC_R1233zdE_R152A_seed042_20260716T110657Z,
S0FINALFIX_DCE_SRVCHP-SRORC_R601_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-E,SRVCHP_SRORC,R601,R134a,42,FINISHED,0,3.0719799995422363,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCE_SRVCHP-SRORC_R601_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCE_SRVCHP-SRORC_R601a_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-E,SRVCHP_SRORC,R601a,R134a,42,FINISHED,0,2.8537652492523193,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCE_SRVCHP-SRORC_R601a_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCE_SRVCHP-SRORC_R601_R152A_seed042_20260716T110657Z,S0FINALFIX,DC-E,SRVCHP_SRORC,R601,R152A,42,FINISHED,0,3.094085693359375,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCE_SRVCHP-SRORC_R601_R152A_seed042_20260716T110657Z,
S0FINALFIX_DCE_SRVCHP-SRORC_R601a_R152A_seed042_20260716T110657Z,S0FINALFIX,DC-E,SRVCHP_SRORC,R601a,R152A,42,FINISHED,0,3.0757102966308594,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCE_SRVCHP-SRORC_R601a_R152A_seed042_20260716T110657Z,
S0FINALFIX_DCE_SRVCHP-SRORC_R365MFC_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-E,SRVCHP_SRORC,R365MFC,R134a,42,FINISHED,0,3.0863842964172363,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCE_SRVCHP-SRORC_R365MFC_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCE_SRVCHP-SRORC_R365MFC_R152A_seed042_20260716T110657Z,S0FINALFIX,DC-E,SRVCHP_SRORC,R365MFC,R152A,42,FINISHED,0,3.07763409614563,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCE_SRVCHP-SRORC_R365MFC_R152A_seed042_20260716T110657Z,
S0FINALFIX_DCE_SBVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-E,SBVCHP_SRORC,Cyclopentane,R134a,42,FINISHED,0,3.0868325233459473,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCE_SBVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCE_SRVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-E,SRVCHP_SRORC,Cyclopentane,R134a,42,FINISHED,0,3.0895636081695557,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCE_SRVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T110657Z,
