representative_id,repeat,wp,representative_type,component,density_kg_m3,enthalpy_J_kg,entropy_J_kgK,fluid,phase,pressure_Pa,quality,state,temperature_K
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,59.351662590182265,427615.52777870174,1684.0682758952455,R236ea,gas,928992.3731557558,-1.0,9,354.83129767251506
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,57.99898019208576,427325.52063979476,1684.1606752368477,R236ea,gas,910055.0833710376,-1.0,10,354.223083775688
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,56.65443146265692,427028.740246138,1684.2555523082142,R236ea,gas,891117.7935863193,-1.0,11,353.6076416413846
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,55.317903624953765,426724.9044311037,1684.3530166474782,R236ea,gas,872180.5038016011,-1.0,12,352.98462714037345
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,53.989284622178154,426413.71279084217,1684.4531851708066,R236ea,gas,853243.2140168828,-1.0,13,352.3536741425684
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,52.668463047610025,426094.84507072304,1684.5561828462603,R236ea,gas,834305.9242321646,-1.0,14,351.7143925702734
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,51.355328069051765,425767.95936882036,1684.6621434460665,R236ea,gas,815368.6344474463,-1.0,15,351.0663662298339
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,50.0497693471752,425432.6901309142,1684.7712103884999,R236ea,gas,796431.3446627281,-1.0,16,350.4091503907503
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,48.751676947066485,425088.6459072177,1684.883537682455,R236ea,gas,777494.05487801,-1.0,17,349.7422690761199
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,47.46094124214626,424735.4068359546,1684.9992909900927,R236ea,gas,758556.7650932916,-1.0,18,349.0652120220931
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,46.17745280951243,424372.5218127716,1685.1186488256656,R236ea,gas,739619.4753085733,-1.0,19,348.37743125657255
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,44.901102315584204,423999.50529763073,1685.2418039119814,R236ea,gas,720682.1855238552,-1.0,20,347.678337238435
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,43.63178039074331,423615.8337018535,1685.3689647199844,R236ea,gas,701744.895739137,-1.0,21,346.9672944876631
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,42.36937749143727,423220.94128714455,1685.5003572218604,R236ea,gas,682807.6059544187,-1.0,22,346.2436166235449
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,41.11378374793733,422814.2154951096,1685.6362268941548,R236ea,gas,663870.3161697005,-1.0,23,345.5065607119073
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,39.864888795618526,422394.99160942895,1685.776841014799,R236ea,gas,644933.0263849823,-1.0,24,344.75532080240623
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,38.622581587229924,421962.5466326277,1685.9224913072596,R236ea,gas,625995.736600264,-1.0,25,343.98902051225934
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,37.3867501831391,421516.09223424096,1686.073496996566,R236ea,gas,607058.4468155457,-1.0,26,343.2067044821376
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,36.15728151594636,421054.76659568335,1686.2302083564587,R236ea,gas,588121.1570308275,-1.0,27,342.4073284915086
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,34.93406112512931,420577.6249375045,1686.39301084531,R236ea,gas,569183.8672461093,-1.0,28,341.5897479723505
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,33.71697285647868,420083.62846440583,1686.5623299517958,R236ea,gas,550246.577461391,-1.0,29,340.7527045986969
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,32.50589851995271,419571.631399142,1686.7386369013095,R236ea,gas,531309.2876766728,-1.0,30,339.89481055095365
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,31.300717498160054,419040.3656936536,1686.9224554128741,R236ea,gas,512371.9978919545,-1.0,31,339.01452995268784
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,30.101306295879326,418488.4228982923,1687.1143697469117,R236ea,gas,493434.7081072363,-1.0,32,338.11015684605616
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,28.90753801872842,417914.2325291091,1687.315034350759,R236ea,gas,474497.4183225181,-1.0,33,337.17978889951416
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,27.719281766136397,417316.0360868011,1687.5251854973135,R236ea,gas,455560.1285377998,-1.0,34,336.2212958130297
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,26.53640191990688,416691.8556317161,1687.7456554313908,R236ea,gas,436622.8387530816,-1.0,35,335.23228108056566
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,25.358757304656528,416039.45548249036,1687.9773896987347,R236ea,gas,417685.5489683633,-1.0,36,334.21003535579365
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,24.18620018962269,415356.2951450505,1688.2214685565134,R236ea,gas,398748.25918364513,-1.0,37,333.1514791015659
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,23.018575092403044,414639.4709399798,1688.4791336717428,R236ea,gas,379810.9693989268,-1.0,38,332.0530914177528
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,21.85571733288944,413885.64289831975,1688.7518217526138,R236ea,gas,360873.67961420864,-1.0,39,330.9108208374019
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,20.69745126877496,413090.942213908,1689.0412073855277,R236ea,gas,341936.38982949033,-1.0,40,329.7199723018341
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,19.543588120352343,412250.8526788191,1689.3492582686404,R236ea,gas,322999.10004477215,-1.0,41,328.47506222968974
