wp,config,fluid_hp,fluid_he,file,eta_p2p,energy_density_thermal,exergy_efficiency,T_st_ht,dT_st_sp,T_st_lt,cop_hp,eta_he,energy_density_electric,storage_volume
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.42050418094699044,18.022322341755245,0.17045255099547846,95.79383580366726,31.834059530548515,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.42305914285547697,8.74467502231524,0.33670366716191946,89.6308398988155,15.453834421004862,,,,,
DC-A,SBVCHP_SRORC,R600,R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R600_R1234ze(E).csv,0.42709193918003097,10.95151958926428,0.29486865820761676,85.30433759082482,19.29995167976683,,,,,
DC-A,SBVCHP_SRORC,R245fa,R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R245fa_R1234ze(E).csv,0.4303287975639783,12.224264189321039,0.28481637543404026,86.44030209840268,21.544236279683236,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.43770401602819664,16.314082768184477,0.14477812648798233,89.21407230264947,28.74771553907287,,,,,
DC-A,SBVCHP_SRORC,R245fa,R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R245fa_R1234ze(E).csv,0.44273888427934704,8.912080079672764,0.3076872188688087,91.01071721231779,15.75874119005016,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.446504160025579,15.626696876886495,0.13313297140596225,89.24779395300754,27.543209054500714,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.4502403066151186,9.742927555613598,0.298469952366072,81.08645173423542,17.14495835722246,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.4531427985333294,14.424644013231323,0.03424132410376023,86.75167918798353,25.406436885635554,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.4570449020517327,13.604297471973865,0.07394388633893559,88.65883928840194,23.988854294850906,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.4606011483578391,13.270725640359922,0.0870413026203895,89.11533043915834,23.40822413862218,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.4701566016643652,12.848557399347005,0.11831474174118828,81.12191123985475,22.586110771109286,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.4751980086723983,12.299031630707733,0.1862074775134235,82.89947982578457,21.641130475222624,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.4821188737325439,11.53570392641084,0.10464502883077581,82.86511769860094,20.303049448181888,,,,,
DC-A,SBVCHP_SRORC,R245fa,R227ea,pareto_DC-A_SBVCHP_SRORC_R245fa_R227ea.csv,0.48446465891150214,9.678423060580313,0.21248265719163606,74.72020590045555,16.984276646439703,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.4899588980870155,10.666108100263138,0.15044930196981304,82.81197160001601,18.777832440073997,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.49528119217911365,9.520454685704468,0.21911780934427694,77.4557529388968,16.72788739014625,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.4996400687116837,9.411009266504827,0.13119264974827338,84.54623390361256,16.588633584989793,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.5096436571268966,8.962394113855767,0.06177083783145644,81.25515863707253,15.777025576106327,,,,,
