wp,cfg,fluid_hp,fluid_he,candidate_key,source_s2_run_id,front_contribution_rank,config_front_point_count,config_front_point_share,wp_global_front_point_count,candidate_normalized_hv,registry_final_normalized_hv_before_certification,manifest_certified_normalized_hv,certified_hv_recompute_difference,front_certification_hv_change,eta_p2p_max,energy_density_thermal_max,exergy_efficiency_max,eta_p2p_gap_to_unit_extreme,energy_density_thermal_gap_to_unit_extreme,exergy_efficiency_gap_to_unit_extreme,evaluation_count,feasible_count,failure_count,failure_rate,revalidation_quarantined_count,selected_for_s4,selection_rank,selected_reason
DC-C,SBVCHP_SBORC,Cyclopentane,R245fa,DC-C|SBVCHP_SBORC|Cyclopentane|R245fa,S2_DCC_SBVCHP-SBORC_Cyclopentane_R245fa_seed042_20260717T060425Z,7,42,0.01580135440180587,0,0.14568245376135314,0.1456824537613535,0.14568245376135308,5.551115123125783e-17,-4.163336342344337e-16,0.79032622333622,39.918620798581706,0.3597401274975459,0.006657732887576984,0.01314966871535006,0.012273234376543873,11733,10907,826,0.07039972726497912,0,False,,
DC-C,SBVCHP_SBORC,Cyclopentane,R236ea,DC-C|SBVCHP_SBORC|Cyclopentane|R236ea,S2_DCC_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260717T060425Z,8,25,0.009405568096313018,3,0.13842576516927632,0.1384257651692762,0.13842576516927632,0.0,1.1102230246251565e-16,0.6904782990248327,39.92460810826064,0.3459028962331124,0.10650565719896432,0.0071623590364140455,0.02611046564097741,6771,6336,435,0.06424457244129375,0,False,,
DC-C,SBVCHP_SBORC,Cyclopentane,R600,DC-C|SBVCHP_SBORC|Cyclopentane|R600,S2_DCC_SBVCHP-SBORC_Cyclopentane_R600_seed042_20260717T060425Z,9,12,0.004514672686230248,0,0.14324458205711246,0.1432445820571126,0.14324458205711246,0.0,-1.3877787807814457e-16,0.721825447052134,39.91929644592094,0.35894949397289,0.075158509171663,0.012474021376114308,0.013063867901199788,9691,8949,742,0.07656588587349086,0,False,,
DC-C,SBVCHP_SBORC,Cyclopentane,R600a,DC-C|SBVCHP_SBORC|Cyclopentane|R600a,S2_DCC_SBVCHP-SBORC_Cyclopentane_R600a_seed042_20260717T060425Z,10,3,0.001128668171557562,0,0.13824692531748825,0.1382469253174759,0.13824692531748822,2.7755575615628914e-17,1.2323475573339238e-14,0.7691776634055016,39.87426189639941,0.3473275702890794,0.027806292818295386,0.05750857089764594,0.024685791585010386,7192,6627,565,0.078559510567297,0,False,,
DC-C,SBVCHP_SBORC,Cyclopentane,R236fa,DC-C|SBVCHP_SBORC|Cyclopentane|R236fa,S2_DCC_SBVCHP-SBORC_Cyclopentane_R236fa_seed042_20260717T060425Z,11,1,0.0003762227238525207,1,0.13762413891817063,0.1376241389181648,0.13762413891817063,0.0,5.828670879282072e-15,0.7590535073991944,39.92581546163744,0.3387466718524912,0.037930448824602614,0.0059550056596151535,0.0332666900215986,8506,7872,634,0.0745356219139431,0,False,,
DC-C,SBVCHP_SBORC,R1234ze(Z),R236ea,DC-C|SBVCHP_SBORC|R1234ze(Z)|R236ea,S2_DCC_SBVCHP-SBORC_R1234zeZ_R236ea_seed042_20260717T060425Z,12,1,0.0003762227238525207,0,0.1283677871011196,0.1283677871011204,0.1283677871011196,0.0,-8.049116928532385e-16,0.7820692638835275,39.924064980397794,0.3296735902704642,0.014914692340269542,0.007705486899261871,0.042339771603625564,9028,8640,388,0.042977403633141335,0,False,,
DC-C,SBVCHP_SBORC,R1234ze(Z),R245fa,DC-C|SBVCHP_SBORC|R1234ze(Z)|R245fa,S2_DCC_SBVCHP-SBORC_R1234zeZ_R245fa_seed042_20260717T060425Z,13,0,0.0,0,0.13216868042922236,0.1321686804292222,0.13216868042922236,0.0,1.6653345369377348e-16,0.7781227796055492,39.91892902937757,0.3410249426504113,0.01886117661824782,0.012841437919483667,0.03098841922367851,7662,7334,328,0.042808666144609764,0,False,,
DC-C,SBVCHP_SBORC,R1234ze(Z),R600,DC-C|SBVCHP_SBORC|R1234ze(Z)|R600,S2_DCC_SBVCHP-SBORC_R1234zeZ_R600_seed042_20260717T060425Z,14,0,0.0,0,0.12973866085234054,0.1297386608523401,0.12973866085234056,-2.7755575615628914e-17,4.718447854656915e-16,0.7703631561524956,39.91806165102763,0.3367254952265696,0.02662080007130141,0.013708816269428326,0.035287866647520205,7471,7085,386,0.05166644358184982,0,False,,
DC-C,SBVCHP_SBORC,R1234ze(Z),R600a,DC-C|SBVCHP_SBORC|R1234ze(Z)|R600a,S2_DCC_SBVCHP-SBORC_R1234zeZ_R600a_seed042_20260717T060425Z,15,0,0.0,0,0.12627009013676155,0.1262700901367606,0.12627009013676152,2.7755575615628914e-17,9.159339953157541e-16,0.6688875666284847,39.921126812165056,0.3306546571494405,0.12809638959531233,0.010643655132000163,0.04135870472464931,8846,8560,286,0.03233099706081845,0,False,,
DC-C,SBVCHP_SBORC,R1233zd(E),R245fa,DC-C|SBVCHP_SBORC|R1233zd(E)|R245fa,S2_DCC_SBVCHP-SBORC_R1233zdE_R245fa_seed042_20260717T060425Z,16,0,0.0,0,0.12519101047355116,0.1251907464555787,0.12519101047355116,0.0,2.64017972456676e-07,0.7549168389868964,39.918623820780674,0.3380152647565727,0.0420671172369006,0.013146646516382532,0.03399809711751711,8354,7273,1081,0.12939909025616472,2,False,,
DC-C,SBVCHP_SBORC,R1234ze(Z),R236fa,DC-C|SBVCHP_SBORC|R1234ze(Z)|R236fa,S2_DCC_SBVCHP-SBORC_R1234zeZ_R236fa_seed042_20260717T060425Z,17,0,0.0,0,0.124179829099304,0.1241798290988151,0.124179829099304,0.0,4.889005866814955e-13,0.7310546040636908,39.925835382650725,0.3216397008215776,0.0659293521601062,0.005935084646331745,0.050373661052512175,11495,10929,566,0.049238799478033925,0,False,,
DC-C,SBVCHP_SBORC,R1233zd(E),R600,DC-C|SBVCHP_SBORC|R1233zd(E)|R600,S2_DCC_SBVCHP-SBORC_R1233zdE_R600_seed042_20260717T060425Z,18,0,0.0,0,0.12257954922504309,0.1225795750764087,0.12257954922504308,1.3877787807814457e-17,-2.585136561761292e-08,0.6966871964852245,39.91810688453995,0.3349561692257464,0.10029675973857255,0.013663582757104109,0.037057192648343396,6608,5848,760,0.11501210653753027,0,False,,
DC-C,SBVCHP_SBORC,R1233zd(E),R236ea,DC-C|SBVCHP_SBORC|R1233zd(E)|R236ea,S2_DCC_SBVCHP-SBORC_R1233zdE_R236ea_seed042_20260717T060425Z,19,0,0.0,0,0.12225282139016874,0.1222528230734215,0.12225282139016878,-4.163336342344337e-17,-1.6832527177657042e-09,0.7691141971553312,39.92262334974711,0.3263815219794285,0.027869759068465783,0.009147117549943573,0.0456318398946613,10422,9245,1177,0.11293417770101707,0,False,,
DC-C,SBVCHP_SBORC,R1233zd(E),R600a,DC-C|SBVCHP_SBORC|R1233zd(E)|R600a,S2_DCC_SBVCHP-SBORC_R1233zdE_R600a_seed042_20260717T060425Z,20,0,0.0,0,0.1196756668562084,0.1196756206865891,0.11967566685620837,2.7755575615628914e-17,4.6169619266622774e-08,0.6890253365353736,39.92004873700002,0.3260420463375406,0.10795861968842346,0.011721730297033162,0.04597131553654921,8993,8207,786,0.08740131213165796,0,False,,
DC-C,SBVCHP_SBORC,R1233zd(E),R236fa,DC-C|SBVCHP_SBORC|R1233zd(E)|R236fa,S2_DCC_SBVCHP-SBORC_R1233zdE_R236fa_seed042_20260717T060425Z,21,0,0.0,0,0.11926591513940621,0.1192660914556544,0.11926591513940621,0.0,-1.7631624818492675e-07,0.6856764691524087,39.92552277852327,0.3210165573624926,0.11130748707138838,0.006247688773783011,0.05099680451159716,10213,8963,1250,0.12239302849309704,1,False,,
DC-C,SBVCHP_SBORC,R1233zd(E),R1234ze(E),DC-C|SBVCHP_SBORC|R1233zd(E)|R1234ze(E),S2_DCC_SBVCHP-SBORC_R1233zdE_R1234zeE_seed042_20260717T060425Z,22,0,0.0,0,0.11704734791024135,0.1170470895221594,0.11704734791024135,0.0,2.5838808194456053e-07,0.7248090445777546,39.92427074321107,0.3149546811226404,0.0721749116460424,0.007499724085988646,0.057058680751449375,10321,8641,1680,0.1627749249103769,1,False,,
DC-C,SBVCHP_SBORC,R245fa,R1234ze(E),DC-C|SBVCHP_SBORC|R245fa|R1234ze(E),S2_DCC_SBVCHP-SBORC_R245fa_R1234zeE_seed042_20260717T060425Z,23,0,0.0,0,0.11042133816832124,0.1104213558836613,0.11042133816832123,1.3877787807814457e-17,-1.7715340069890395e-08,0.7050500474582695,39.92386393725289,0.3086865696189865,0.09193390876552754,0.00790653004416697,0.06332679225510329,9229,7728,1501,0.16263950590529852,1,False,,
DC-C,SBVCHP_SBORC,R600,R1234ze(E),DC-C|SBVCHP_SBORC|R600|R1234ze(E),S2_DCC_SBVCHP-SBORC_R600_R1234zeE_seed042_20260717T060425Z,24,0,0.0,0,0.10893260291041888,0.1089326029104198,0.10893260291041888,0.0,-9.159339953157541e-16,0.7153346417145797,39.92351305643862,0.3084064571749917,0.08164931450921731,0.0082574108584339,0.06360690469909808,11265,9201,2064,0.18322237017310253,0,False,,
DC-C,SBVCHP_SBORC,Acetone,R152A,DC-C|SBVCHP_SBORC|Acetone|R152A,S2_DCC_SBVCHP-SBORC_Acetone_R152A_seed042_20260720T015713Z,25,0,0.0,0,0.07062074067280488,0.0706217317044192,0.07062074067280488,0.0,-9.910316143141307e-07,0.6666512483905325,39.91763700618438,0.2230937957126112,0.13033270783326456,0.014133461112677992,0.14891956616147858,16135,10253,5882,0.3645491168267741,3,False,,
DC-C,SBVCHP_SBORC,R1233zd(E),R152A,DC-C|SBVCHP_SBORC|R1233zd(E)|R152A,S2_DCC_SBVCHP-SBORC_R1233zdE_R152A_seed042_20260717T060425Z,26,0,0.0,0,0.061475782144155514,0.0614757821995009,0.061475782144155514,0.0,-5.534538799478739e-11,0.6146421285319907,39.914354750309386,0.2232881436766636,0.1823418276918063,0.01741571698767075,0.14872521819742618,6996,4838,2158,0.308461978273299,1,False,,
DC-C,SRVCHP_SRORC,Acetone,R236ea,DC-C|SRVCHP_SRORC|Acetone|R236ea,S2_DCC_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,1,751,0.26112656467315715,751,0.1888728765235817,0.1888834374268973,0.18887287652358176,-5.551115123125783e-17,-1.0560903315554038e-05,0.8016703209800511,39.6386478630204,0.3990381163680013,0.0,0.04969562748136269,0.011353976903092089,10691,9079,1612,0.15078103077354785,7,True,1,extreme_eta_p2p
DC-C,SRVCHP_SRORC,Cyclopentane,R236ea,DC-C|SRVCHP_SRORC|Cyclopentane|R236ea,S2_DCC_SRVCHP-SRORC_Cyclopentane_R236ea_seed042_20260717T060425Z,2,430,0.14951321279554938,430,0.1873228720143471,0.1873228720137787,0.18732287201434714,-2.7755575615628914e-17,5.684341886080801e-13,0.7540614054140481,39.63892638815429,0.4009193265918848,0.047608915566002996,0.049417102347476316,0.0094727666792086,6636,6351,285,0.04294755877034358,0,True,4,greedy_incremental_hypervolume
DC-C,SRVCHP_SRORC,Cyclopentane,R600,DC-C|SRVCHP_SRORC|Cyclopentane|R600,S2_DCC_SRVCHP-SRORC_Cyclopentane_R600_seed042_20260717T060425Z,3,383,0.1331710709318498,383,0.18680640604819534,0.1868064060481994,0.1868064060481953,5.551115123125783e-17,-4.107825191113079e-15,0.7676974876173565,39.52549505507115,0.4103920932710934,0.03397283336269463,0.1628484354306181,0.0,8452,7988,464,0.05489824893516328,0,True,2,extreme_exergy_efficiency
DC-C,SRVCHP_SRORC,Cyclopentane,R245fa,DC-C|SRVCHP_SRORC|Cyclopentane|R245fa,S2_DCC_SRVCHP-SRORC_Cyclopentane_R245fa_seed042_20260717T060425Z,4,230,0.0799721835883171,230,0.18735716493789573,0.1873571649378959,0.18735716493789575,-2.7755575615628914e-17,-1.3877787807814457e-16,0.7689243078602794,39.51494456210407,0.4079660060174608,0.032746013119771655,0.17339892839769533,0.0024260872536325806,7631,7139,492,0.06447385663740007,0,False,,
DC-C,SRVCHP_SRORC,R1233zd(E),R227EA,DC-C|SRVCHP_SRORC|R1233zd(E)|R227EA,S2_DCC_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,5,209,0.07267037552155772,209,0.16262292934140635,0.1626646584748161,0.16262292934140635,0.0,-4.172913340974582e-05,0.77823061939269,39.67868236391683,0.3447500923740015,0.023439701587361084,0.009661126584937563,0.06564200089709188,9505,7373,2132,0.22430299842188323,16,True,5,greedy_incremental_hypervolume
DC-C,SRVCHP_SRORC,Cyclopentane,R227EA,DC-C|SRVCHP_SRORC|Cyclopentane|R227EA,S2_DCC_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260717T060425Z,6,165,0.05737134909596662,165,0.1647875471900543,0.1647875479267105,0.1647875471900543,0.0,-7.36656180500006e-10,0.7879982546851764,39.68093013131931,0.3517370052079147,0.013672066294874718,0.007413359182457668,0.058655088063178706,8308,6591,1717,0.20666827154549833,0,False,,
DC-C,SRVCHP_SRORC,R1234ze(Z),R236ea,DC-C|SRVCHP_SRORC|R1234ze(Z)|R236ea,S2_DCC_SRVCHP-SRORC_R1234zeZ_R236ea_seed042_20260717T060425Z,7,120,0.04172461752433936,120,0.18082637219428918,0.1808263721942904,0.18082637219428918,0.0,-1.2212453270876722e-15,0.7837742888971962,39.64228201880336,0.3870072129722666,0.01789603208285484,0.04606147169840824,0.023384880298826793,6532,5953,579,0.08864053888548683,0,False,,
DC-C,SRVCHP_SRORC,R1233zd(E),R236ea,DC-C|SRVCHP_SRORC|R1233zd(E)|R236ea,S2_DCC_SRVCHP-SRORC_R1233zdE_R236ea_seed042_20260717T060425Z,8,119,0.041376912378303196,119,0.1810788034533534,0.181077772099021,0.18107880345335342,-2.7755575615628914e-17,1.0313543324091956e-06,0.7601507108868206,39.630093735194606,0.3896245673644428,0.041519610093230463,0.058249755307159035,0.020767525906650597,8098,7505,593,0.0732279575203754,0,False,,
DC-C,SRVCHP_SRORC,R600,R227EA,DC-C|SRVCHP_SRORC|R600|R227EA,S2_DCC_SRVCHP-SRORC_R600_R227EA_seed042_20260717T060425Z,9,113,0.03929068150208623,113,0.16070039476807624,0.1607003777544571,0.16070039476807624,0.0,1.7013619124650603e-08,0.7635699158288932,39.68077134304112,0.3402951468131681,0.03810040515115787,0.007572147460642498,0.0700969464579253,8006,6345,1661,0.20746939795153635,2,False,,
DC-C,SRVCHP_SRORC,R245fa,R227EA,DC-C|SRVCHP_SRORC|R245fa|R227EA,S2_DCC_SRVCHP-SRORC_R245fa_R227EA_seed042_20260717T060425Z,10,105,0.03650904033379694,105,0.1581022679877743,0.1581054120491479,0.1581022679877743,0.0,-3.144061373611118e-06,0.7518606769487713,39.67806068254495,0.3397648856469893,0.04980964403127974,0.01028280795681269,0.07062720762410407,8941,6876,2065,0.2309585057599821,5,False,,
DC-C,SRVCHP_SRORC,R365MFC,R600,DC-C|SRVCHP_SRORC|R365MFC|R600,S2_DCC_SRVCHP-SRORC_R365MFC_R600_seed042_20260717T060425Z,11,56,0.019471488178025034,56,0.18188711569450397,0.181887115694504,0.181887115694504,-2.7755575615628914e-17,0.0,0.7897622573727676,39.53200187777371,0.4025216982558738,0.01190806360728347,0.15634161272805613,0.007870395015219578,8855,8170,685,0.07735742518351214,0,False,,
DC-C,SRVCHP_SRORC,R601a,R236ea,DC-C|SRVCHP_SRORC|R601a|R236ea,S2_DCC_SRVCHP-SRORC_R601a_R236ea_seed042_20260717T060425Z,12,36,0.012517385257301807,35,0.1812002292245585,0.1812002292248243,0.1812002292245585,0.0,-2.657873920952625e-13,0.7958657984826021,39.64573366125292,0.3955779486030177,0.005804522497449005,0.042609829248846154,0.01481414466807568,9410,8541,869,0.09234856535600425,0,False,,
DC-C,SRVCHP_SRORC,R365MFC,R236ea,DC-C|SRVCHP_SRORC|R365MFC|R236ea,S2_DCC_SRVCHP-SRORC_R365MFC_R236ea_seed042_20260717T060425Z,13,30,0.01043115438108484,10,0.18010772080685333,0.1801077208068748,0.18010772080685333,0.0,-2.145505995088115e-14,0.7608704071441149,39.68833554232919,0.3947705742393287,0.040799913835936175,7.948172573435386e-06,0.015621519031764675,7345,6765,580,0.07896528250510551,0,False,,
DC-C,SRVCHP_SRORC,R601,R245fa,DC-C|SRVCHP_SRORC|R601|R245fa,S2_DCC_SRVCHP-SRORC_R601_R245fa_seed042_20260717T060425Z,14,26,0.009040333796940195,26,0.1808626372871329,0.180863845362334,0.1808626372871329,0.0,-1.2080752010978912e-06,0.7611618367388991,39.51509749067983,0.4037004547481002,0.04050848424115194,0.1732459998219369,0.006691638522993204,6610,6162,448,0.06777609682299546,1,False,,
DC-C,SRVCHP_SRORC,R1234ze(Z),R245fa,DC-C|SRVCHP_SRORC|R1234ze(Z)|R245fa,S2_DCC_SRVCHP-SRORC_R1234zeZ_R245fa_seed042_20260717T060425Z,15,19,0.006606397774687065,19,0.18096919956877716,0.1809691995687778,0.18096919956877716,0.0,-6.38378239159465e-16,0.7403491041826576,39.51754910303411,0.3939600838983786,0.06132121679739344,0.17079438746765163,0.016432009372714773,7907,7263,644,0.08144681927406096,0,False,,
DC-C,SRVCHP_SRORC,R245fa,R236ea,DC-C|SRVCHP_SRORC|R245fa|R236ea,S2_DCC_SRVCHP-SRORC_R245fa_R236ea_seed042_20260717T060425Z,16,19,0.006606397774687065,19,0.17831080397899793,0.1783102225551115,0.17831080397899793,0.0,5.814238864254584e-07,0.7881802205145865,39.613429807105526,0.386274139635019,0.013490100465464616,0.0749136833962396,0.024117953636074385,6628,6056,572,0.08630054315027158,0,False,,
DC-C,SRVCHP_SRORC,R601,R600,DC-C|SRVCHP_SRORC|R601|R600,S2_DCC_SRVCHP-SRORC_R601_R600_seed042_20260717T060425Z,17,18,0.006258692628650904,18,0.18003205826139337,0.1800337859461561,0.1800320582613934,-2.7755575615628914e-17,-1.727684762697912e-06,0.7793925101492135,39.51850839171027,0.4026549968360354,0.022277810830837574,0.16983509879149494,0.0077370964350579885,8397,7760,637,0.07586042634274145,0,False,,
DC-C,SRVCHP_SRORC,R600,R236ea,DC-C|SRVCHP_SRORC|R600|R236ea,S2_DCC_SRVCHP-SRORC_R600_R236ea_seed042_20260717T060425Z,18,16,0.005563282336578581,2,0.17890787007920403,0.1789078700792032,0.17890787007920406,-2.7755575615628914e-17,8.604228440844963e-16,0.7475500213761123,39.688343490501765,0.3876762863502216,0.054120299603938826,0.0,0.022715806920871773,6573,5819,754,0.11471169937623611,0,True,3,extreme_energy_density_thermal
DC-C,SRVCHP_SRORC,R601,R236ea,DC-C|SRVCHP_SRORC|R601|R236ea,S2_DCC_SRVCHP-SRORC_R601_R236ea_seed042_20260717T060425Z,19,15,0.00521557719054242,15,0.1814231052317318,0.1814231052317317,0.18142310523173188,-8.326672684688674e-17,1.942890293094024e-16,0.7780706746481475,39.67966609256189,0.3937483991681961,0.02359964633190359,0.008677397939877096,0.01664369410289729,7209,6452,757,0.10500762935219864,0,False,,
DC-C,SRVCHP_SRORC,R365MFC,R245fa,DC-C|SRVCHP_SRORC|R365MFC|R245fa,S2_DCC_SRVCHP-SRORC_R365MFC_R245fa_seed042_20260717T060425Z,20,11,0.0038247566063977748,11,0.17986695343603573,0.1798669534360241,0.17986695343603573,0.0,1.1629586182948515e-14,0.751262095911939,39.540238277717805,0.3999553762571703,0.050408225068112045,0.14810521278396038,0.01043671701392307,9039,8360,679,0.07511892908507578,0,False,,
DC-C,SRVCHP_SRORC,R1233zd(E),R1234ze(E),DC-C|SRVCHP_SRORC|R1233zd(E)|R1234ze(E),S2_DCC_SRVCHP-SRORC_R1233zdE_R1234zeE_seed042_20260717T060425Z,21,5,0.0017385257301808068,5,0.1580768423625693,0.1580797546372271,0.15807684236256928,2.7755575615628914e-17,-2.9122746578180703e-06,0.7489850492075097,39.51447808172246,0.3427617313482115,0.05268527177254134,0.17386540877930656,0.06763036192288191,8457,6451,2006,0.23719995270190375,2,False,,
DC-D,SBVCHP_SBORC,R1233zd(E),R227EA,DC-D|SBVCHP_SBORC|R1233zd(E)|R227EA,S2_DCD_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260717T060425Z,1,444,0.24395604395604395,429,0.0714722116173266,0.0714802396910645,0.0714722116173266,0.0,-8.028073737897934e-06,0.4315372282850849,39.61198177980699,0.2723920242559365,0.10273439782809901,0.0,0.09242494444329291,11035,8573,2462,0.22310829179882194,3,True,1,extreme_energy_density_thermal
DC-D,SBVCHP_SBORC,Acetone,R365MFC,DC-D|SBVCHP_SBORC|Acetone|R365MFC,S2_DCD_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260717T060425Z,2,423,0.23241758241758242,0,0.11338943130294589,0.1133885078130054,0.11338943130294589,0.0,9.234899404908514e-07,0.5342716261131839,39.59206670697907,0.3648169686992294,0.0,0.01991507282792071,0.0,8327,7987,340,0.04083103158400384,1,True,2,extreme_eta_p2p;extreme_exergy_efficiency
DC-D,SBVCHP_SBORC,Acetone,R236fa,DC-D|SBVCHP_SBORC|Acetone|R236fa,S2_DCD_SBVCHP-SBORC_Acetone_R236fa_seed042_20260717T060425Z,3,330,0.1813186813186813,12,0.10492025408289514,0.104919148086188,0.10492025408289514,0.0,1.1059967071347376e-06,0.5000526061796147,39.60169438932721,0.3334748305401592,0.03421901993356924,0.010287390479781777,0.03134213815907022,8140,7659,481,0.05909090909090909,2,True,3,greedy_incremental_hypervolume
DC-D,SBVCHP_SBORC,Acetone,R245fa,DC-D|SBVCHP_SBORC|Acetone|R245fa,S2_DCD_SBVCHP-SBORC_Acetone_R245fa_seed042_20260717T060425Z,4,298,0.16373626373626374,0,0.11279748076092934,0.112800860330775,0.11279748076092933,1.3877787807814457e-17,-3.379569845668451e-06,0.532526227054618,39.59355824682389,0.3613160355391473,0.0017453990585658552,0.018423532983099733,0.003500933160082098,9751,9316,435,0.04461080914777971,0,True,4,greedy_incremental_hypervolume
DC-D,SBVCHP_SBORC,Acetone,R236ea,DC-D|SBVCHP_SBORC|Acetone|R236ea,S2_DCD_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,173,0.09505494505494505,0,0.10679240665689599,0.1067912859970004,0.10679240665689597,1.3877787807814457e-17,1.1206598955759706e-06,0.5093787468900116,39.59788731575519,0.3428640690243358,0.024892879223172293,0.01409446405180148,0.02195289967489361,7644,7435,209,0.027341705913134486,0,True,5,greedy_incremental_hypervolume
DC-D,SBVCHP_SBORC,Acetone,R600,DC-D|SBVCHP_SBORC|Acetone|R600,S2_DCD_SBVCHP-SBORC_Acetone_R600_seed042_20260717T060425Z,6,122,0.06703296703296703,0,0.1105251653887624,0.1105251635966772,0.1105251653887624,0.0,1.7920852024566614e-09,0.5262041486349118,39.59185191088489,0.358529321132165,0.008067477478272078,0.02012986892209767,0.006287647567064403,7680,7463,217,0.028255208333333334,1,False,,
DC-D,SBVCHP_SBORC,Acetone,R600a,DC-D|SBVCHP_SBORC|Acetone|R600a,S2_DCD_SBVCHP-SBORC_Acetone_R600a_seed042_20260717T060425Z,7,30,0.016483516483516484,0,0.10615666616404087,0.1061566769741784,0.10615666616404087,0.0,-1.0810137521244378e-08,0.5132983714179146,39.595246784751865,0.341371189907926,0.02097325469526934,0.016734995055124102,0.02344577879130344,7996,7640,356,0.04452226113056528,0,False,,
DC-D,SBVCHP_SBORC,Cyclopentane,R245fa,DC-D|SBVCHP_SBORC|Cyclopentane|R245fa,S2_DCD_SBVCHP-SBORC_Cyclopentane_R245fa_seed042_20260717T060425Z,8,0,0.0,0,0.09758503364312653,0.0975850336431265,0.09758503364312653,0.0,2.7755575615628914e-17,0.5131945489808254,39.490986251363616,0.3462510395651785,0.021077077132358513,0.12099552844337325,0.018565929134050918,6583,5945,638,0.09691629955947137,0,False,,
DC-D,SBVCHP_SBORC,Cyclopentane,R365MFC,DC-D|SBVCHP_SBORC|Cyclopentane|R365MFC,S2_DCD_SBVCHP-SBORC_Cyclopentane_R365MFC_seed042_20260717T060425Z,9,0,0.0,0,0.09732032637962446,0.0973203263796235,0.09732032637962446,0.0,9.575673587391975e-16,0.4997163383523973,39.592051101364206,0.3482913377227031,0.03455528776078659,0.01993067844278329,0.016525630976526318,9302,8399,903,0.09707589765641797,0,False,,
DC-D,SBVCHP_SBORC,Cyclopentane,R236ea,DC-D|SBVCHP_SBORC|Cyclopentane|R236ea,S2_DCD_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260717T060425Z,10,0,0.0,0,0.09460331213245693,0.0946033121324557,0.09460331213245696,-2.7755575615628914e-17,1.2628786905111156e-15,0.4966138409073696,39.59803118225625,0.3333662108398029,0.03765778520581431,0.013950597550739019,0.031450757859426526,12316,11059,1257,0.10206235790841182,0,False,,
DC-D,SBVCHP_SBORC,Cyclopentane,R600a,DC-D|SBVCHP_SBORC|Cyclopentane|R600a,S2_DCD_SBVCHP-SBORC_Cyclopentane_R600a_seed042_20260717T060425Z,11,0,0.0,0,0.09388568205062123,0.0938856820506179,0.09388568205062123,0.0,3.3306690738754696e-15,0.4951262592752122,39.58920069761266,0.3311664332758597,0.03914536683797171,0.02278108219432795,0.03365053542336971,8574,7989,585,0.0682295311406578,0,False,,
DC-D,SBVCHP_SBORC,Cyclopentane,R600,DC-D|SBVCHP_SBORC|Cyclopentane|R600,S2_DCD_SBVCHP-SBORC_Cyclopentane_R600_seed042_20260717T060425Z,12,0,0.0,0,0.09377204608351968,0.0937720460835196,0.09377204608351968,0.0,6.938893903907228e-17,0.4833263544382728,39.59142674274656,0.3437089970685127,0.050945271674911086,0.020555037060425718,0.021107971630716704,6840,6333,507,0.07412280701754385,0,False,,
DC-D,SBVCHP_SBORC,Cyclopentane,R236fa,DC-D|SBVCHP_SBORC|Cyclopentane|R236fa,S2_DCD_SBVCHP-SBORC_Cyclopentane_R236fa_seed042_20260717T060425Z,13,0,0.0,0,0.09050370781641545,0.090507628960676,0.09050370781641545,0.0,-3.921144260551901e-06,0.4889864677010676,39.599059872428775,0.3182044553470535,0.04528515841211633,0.01292190737821386,0.04661251335217592,10625,9225,1400,0.13176470588235295,1,False,,
DC-D,SBVCHP_SBORC,R1234ze(Z),R245fa,DC-D|SBVCHP_SBORC|R1234ze(Z)|R245fa,S2_DCD_SBVCHP-SBORC_R1234zeZ_R245fa_seed042_20260717T060425Z,14,0,0.0,0,0.08613257346925392,0.0861325734692541,0.08613257346925392,0.0,-1.8041124150158794e-16,0.4764486686411021,39.5908121958956,0.3205247998054099,0.057822957472081826,0.021169583911387235,0.04429216889381954,7494,7305,189,0.02522017614091273,0,False,,
DC-D,SBVCHP_SBORC,R1234ze(Z),R365MFC,DC-D|SBVCHP_SBORC|R1234ze(Z)|R365MFC,S2_DCD_SBVCHP-SBORC_R1234zeZ_R365MFC_seed042_20260717T060425Z,15,0,0.0,0,0.08599572079663496,0.0859957207966353,0.08599572079663496,0.0,-3.3306690738754696e-16,0.4845311463602934,39.59051514255166,0.322354604416059,0.04974047975289053,0.0214666372553296,0.042462364283170406,7348,7131,217,0.029531845400108874,0,False,,
DC-D,SBVCHP_SBORC,R1234ze(Z),R600,DC-D|SBVCHP_SBORC|R1234ze(Z)|R600,S2_DCD_SBVCHP-SBORC_R1234zeZ_R600_seed042_20260717T060425Z,16,0,0.0,0,0.08515205574212402,0.0851520557421239,0.08515205574212402,0.0,1.249000902703301e-16,0.4718586761942336,39.590942190253095,0.3200145195687209,0.0624129499189503,0.021039589553893734,0.044802449130508515,8135,7866,269,0.03306699446834665,0,False,,
