wp,cfg,fluid_hp,fluid_he,candidate_key,source_s2_run_id,front_contribution_rank,config_front_point_count,config_front_point_share,wp_global_front_point_count,candidate_normalized_hv,registry_final_normalized_hv_before_certification,manifest_certified_normalized_hv,certified_hv_recompute_difference,front_certification_hv_change,eta_p2p_max,energy_density_thermal_max,exergy_efficiency_max,eta_p2p_gap_to_unit_extreme,energy_density_thermal_gap_to_unit_extreme,exergy_efficiency_gap_to_unit_extreme,evaluation_count,feasible_count,failure_count,failure_rate,revalidation_quarantined_count,selected_for_s4,selection_rank,selected_reason
DC-A,SBVCHP_SBORC,R1233zd(E),R600,DC-A|SBVCHP_SBORC|R1233zd(E)|R600,S2_DCA_SBVCHP-SBORC_R1233zdE_R600_seed042_20260717T060425Z,15,0,0.0,0,0.09032537095480767,0.0903253709548084,0.09032537095480767,0.0,-7.355227538141662e-16,0.5232403109616262,34.30901535989257,0.3471975204339103,0.04361689076372355,0.010382845298536836,0.026664984477035303,6642,5871,771,0.11607949412827462,0,False,,
DC-A,SBVCHP_SBORC,R1234ze(Z),R1234ze(E),DC-A|SBVCHP_SBORC|R1234ze(Z)|R1234ze(E),S2_DCA_SBVCHP-SBORC_R1234zeZ_R1234zeE_seed042_20260717T060425Z,16,0,0.0,0,0.08868889111571857,0.088688891115719,0.08868889111571857,0.0,-4.3021142204224816e-16,0.5290373039637295,34.31161283481732,0.3275654356008841,0.0378198977616202,0.00778537037378868,0.0462970693100615,6718,6325,393,0.05849955343852337,0,False,,
DC-A,SBVCHP_SBORC,R1233zd(E),R600a,DC-A|SBVCHP_SBORC|R1233zd(E)|R600a,S2_DCA_SBVCHP-SBORC_R1233zdE_R600a_seed042_20260717T060425Z,17,0,0.0,0,0.08754033658015481,0.087540336612737,0.08754033658015481,0.0,-3.2582186948459935e-11,0.5128368250523964,34.31052404554928,0.3387095987442739,0.05402037667295334,0.008874159641827362,0.03515290616667166,6564,6020,544,0.08287629494210846,0,False,,
DC-A,SBVCHP_SBORC,R1233zd(E),R236fa,DC-A|SBVCHP_SBORC|R1233zd(E)|R236fa,S2_DCA_SBVCHP-SBORC_R1233zdE_R236fa_seed042_20260717T060425Z,18,0,0.0,0,0.08622241435656718,0.0862272668660927,0.08622241435656718,0.0,-4.8525095255186335e-06,0.5211008400293576,34.31374449862371,0.3303779139833028,0.045756361695992065,0.005653706567393613,0.043484590927642786,6926,6203,723,0.1043892578688998,0,False,,
DC-A,SBVCHP_SBORC,R1233zd(E),R236ea,DC-A|SBVCHP_SBORC|R1233zd(E)|R236ea,S2_DCA_SBVCHP-SBORC_R1233zdE_R236ea_seed042_20260717T060425Z,19,0,0.0,0,0.08589664306582402,0.0858975594512712,0.08589664306582402,0.0,-9.163854471777588e-07,0.5062063987764224,34.31313540564527,0.3354521366524406,0.06065080294892733,0.006262799545837083,0.03841036825850497,6592,6034,558,0.08464805825242719,1,False,,
DC-A,SBVCHP_SBORC,R245fa,R245fa,DC-A|SBVCHP_SBORC|R245fa|R245fa,S2_DCA_SBVCHP-SBORC_R245fa_R245fa_seed042_20260717T060425Z,20,0,0.0,0,0.08409742652257339,0.0841072705400537,0.08409742652257339,0.0,-9.844017480303835e-06,0.5046284837934728,34.30986760109377,0.3413429017633403,0.0622287179318769,0.009530604097335527,0.03251960314760527,9460,8377,1083,0.11448202959830867,0,False,,
DC-A,SBVCHP_SBORC,R245fa,R600,DC-A|SBVCHP_SBORC|R245fa|R600,S2_DCA_SBVCHP-SBORC_R245fa_R600_seed042_20260717T060425Z,21,0,0.0,0,0.08331436053947729,0.0833142556907334,0.08331436053947729,0.0,1.0484874388150267e-07,0.5058601530438342,34.30905520278674,0.3413100496944309,0.06099704868151545,0.010343002404368917,0.032552455216514675,9895,8891,1004,0.10146538655886811,0,False,,
DC-A,SBVCHP_SBORC,R1233zd(E),R1234ze(E),DC-A|SBVCHP_SBORC|R1233zd(E)|R1234ze(E),S2_DCA_SBVCHP-SBORC_R1233zdE_R1234zeE_seed042_20260717T060425Z,22,0,0.0,0,0.08331214017361765,0.08331357331299,0.08331214017361765,0.0,-1.4331393723421293e-06,0.4943442547437253,34.313659939687675,0.3260340597286729,0.07251294698162442,0.005738265503431705,0.047828445182272694,8170,7240,930,0.11383108935128519,1,False,,
DC-A,SBVCHP_SBORC,R245fa,R1234ze(E),DC-A|SBVCHP_SBORC|R245fa|R1234ze(E),S2_DCA_SBVCHP-SBORC_R245fa_R1234zeE_seed042_20260717T060425Z,23,0,0.0,0,0.07679730465056443,0.076797578192789,0.07679730465056445,-1.3877787807814457e-17,-2.735422245520036e-07,0.4924292891964631,34.312976219039385,0.3191281051396799,0.07442791252888659,0.006421986151721626,0.05473439977126571,6995,6101,894,0.12780557541100787,0,False,,
DC-A,SBVCHP_SBORC,R600,R1234ze(E),DC-A|SBVCHP_SBORC|R600|R1234ze(E),S2_DCA_SBVCHP-SBORC_R600_R1234zeE_seed042_20260717T060425Z,24,0,0.0,0,0.07611243218588437,0.0761124321858844,0.07611243218588437,0.0,-2.7755575615628914e-17,0.4821902434444798,34.31318913405708,0.3184514645151711,0.0846669582808699,0.006209071134023247,0.05541104039577449,9347,8055,1292,0.13822616882422167,0,False,,
DC-A,SBVCHP_SBORC,R245fa,R290,DC-A|SBVCHP_SBORC|R245fa|R290,S2_DCA_SBVCHP-SBORC_R245fa_R290_seed042_20260717T060425Z,25,0,0.0,0,0.0689298973682955,0.0689298659174828,0.06892989736829547,2.7755575615628914e-17,3.14508126625368e-08,0.458581185659347,34.31287498067794,0.3021085075554656,0.10827601606600268,0.006523224513166781,0.07175399735547999,8534,6355,2179,0.2553316147176002,1,False,,
DC-A,SBVCHP_SBORC,R245fa,R152A,DC-A|SBVCHP_SBORC|R245fa|R152A,S2_DCA_SBVCHP-SBORC_R245fa_R152A_seed042_20260717T060425Z,26,0,0.0,0,0.039583031021159995,0.0395830551090291,0.039583031021159995,0.0,-2.4087869102129567e-08,0.4060469545444128,34.30679862580449,0.2339344207687355,0.1608102471809369,0.01259957938661671,0.13992808414221009,7687,4918,2769,0.36021855080005205,0,False,,
DC-A,SRVCHP_SRORC,Cyclopentane,R245fa,DC-A|SRVCHP_SRORC|Cyclopentane|R245fa,S2_DCA_SRVCHP-SRORC_Cyclopentane_R245fa_seed042_20260717T060425Z,1,549,0.22903629536921152,549,0.14616884905035693,0.1461688490503516,0.14616884905035699,-5.551115123125783e-17,5.384581669432009e-15,0.6006259100230852,33.948684963825414,0.4247587077813597,0.0,0.1737310353783741,0.0,6558,6144,414,0.06312900274473925,0,True,1,extreme_eta_p2p;extreme_exergy_efficiency
DC-A,SRVCHP_SRORC,Cyclopentane,R236ea,DC-A|SRVCHP_SRORC|Cyclopentane|R236ea,S2_DCA_SRVCHP-SRORC_Cyclopentane_R236ea_seed042_20260717T060425Z,2,382,0.15936587400917815,382,0.14425600721559892,0.1442560072155947,0.14425600721559895,-2.7755575615628914e-17,4.246603069191224e-15,0.5913014506063008,34.00610917063207,0.4163991039889668,0.009324459416784392,0.11630682857171593,0.008359603792392922,6952,6591,361,0.051927502876869966,0,True,3,greedy_incremental_hypervolume
DC-A,SRVCHP_SRORC,R1233zd(E),R227EA,DC-A|SRVCHP_SRORC|R1233zd(E)|R227EA,S2_DCA_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,3,309,0.12891113892365458,245,0.11940623050341535,0.119406247270505,0.11940623050341535,0.0,-1.67670896472627e-08,0.5344451526586185,34.12214305200746,0.3604017687402002,0.06618075736446671,0.0002729471963291985,0.06435693904115952,6614,5593,1021,0.15436951920169337,5,True,4,greedy_incremental_hypervolume
DC-A,SRVCHP_SRORC,R601a,R227EA,DC-A|SRVCHP_SRORC|R601a|R227EA,S2_DCA_SRVCHP-SRORC_R601a_R227EA_seed042_20260717T060425Z,4,258,0.10763454317897372,219,0.12204325308101727,0.1220500945017551,0.12204325308101727,0.0,-6.841420737827009e-06,0.5668015725148031,34.11030739746754,0.3634276318595927,0.033824337508282065,0.0121086017362515,0.06133107592176701,7327,6046,1281,0.1748328101542241,7,False,,
DC-A,SRVCHP_SRORC,Cyclopentane,R600,DC-A|SRVCHP_SRORC|Cyclopentane|R600,S2_DCA_SRVCHP-SRORC_Cyclopentane_R600_seed042_20260717T060425Z,5,255,0.10638297872340426,255,0.14385467661473939,0.1438546766147315,0.14385467661473939,0.0,7.882583474838611e-15,0.5930052280197452,33.923621164356746,0.4237706882656574,0.007620682003339985,0.19879483484704252,0.0009880195157023208,6613,6326,287,0.04339936488734311,0,False,,
DC-A,SRVCHP_SRORC,R245fa,R227EA,DC-A|SRVCHP_SRORC|R245fa|R227EA,S2_DCA_SRVCHP-SRORC_R245fa_R227EA_seed042_20260717T060425Z,6,172,0.07175636211931581,125,0.1211452229643744,0.1211452479100346,0.1211452229643744,0.0,-2.4945660204167552e-08,0.5610988738981965,34.12241599920379,0.3590471286709223,0.039527036124888726,0.0,0.0657115791104374,7856,6422,1434,0.1825356415478615,2,True,2,extreme_energy_density_thermal
DC-A,SRVCHP_SRORC,R600,R227EA,DC-A|SRVCHP_SRORC|R600|R227EA,S2_DCA_SRVCHP-SRORC_R600_R227EA_seed042_20260717T060425Z,7,163,0.06800166875260742,122,0.11638949851258047,0.1164028157822502,0.11638949851258047,0.0,-1.3317269669729792e-05,0.5305183399075456,34.12056263315338,0.3595774969387172,0.07010757011553959,0.0018533660504118643,0.0651812108426425,6596,5731,865,0.13114008489993936,6,False,,
DC-A,SRVCHP_SRORC,R600,R236ea,DC-A|SRVCHP_SRORC|R600|R236ea,S2_DCA_SRVCHP-SRORC_R600_R236ea_seed042_20260717T060425Z,8,105,0.04380475594493116,105,0.13565341839132627,0.1356534183913275,0.13565341839132627,0.0,-1.2212453270876722e-15,0.5709554198409362,34.04971022997752,0.399111803299187,0.029670490182148956,0.07270576922626759,0.025646904482172717,6560,6220,340,0.051829268292682924,0,True,5,greedy_incremental_hypervolume
DC-A,SRVCHP_SRORC,R1233zd(E),R236ea,DC-A|SRVCHP_SRORC|R1233zd(E)|R236ea,S2_DCA_SRVCHP-SRORC_R1233zdE_R236ea_seed042_20260717T060425Z,9,52,0.02169378389653734,52,0.13593254742026284,0.1359398317614021,0.13593254742026284,0.0,-7.284341139252026e-06,0.5757649600726945,34.06228071155832,0.4007832384120637,0.024860949950390676,0.060135287645465496,0.02397546936929601,6946,6195,751,0.10811978116901814,8,False,,
DC-A,SRVCHP_SRORC,R601,R236ea,DC-A|SRVCHP_SRORC|R601|R236ea,S2_DCA_SRVCHP-SRORC_R601_R236ea_seed042_20260717T060425Z,10,45,0.01877346683354193,45,0.13977441885989086,0.1397743376436703,0.13977441885989086,0.0,8.121622055434763e-08,0.5884063394430548,34.04852825055864,0.4095783927381767,0.012219570580030426,0.07388774864514858,0.015180315043183013,6653,6094,559,0.08402224560348714,0,False,,
DC-A,SRVCHP_SRORC,R1234ze(Z),R236ea,DC-A|SRVCHP_SRORC|R1234ze(Z)|R236ea,S2_DCA_SRVCHP-SRORC_R1234zeZ_R236ea_seed042_20260717T060425Z,11,27,0.011264080100125156,27,0.1358024661185932,0.1358024661185971,0.1358024661185932,0.0,-3.885780586188048e-15,0.5821745943601686,33.888006698244695,0.398224618239876,0.01845131566291658,0.23440930095909351,0.02653408954148373,7585,6895,690,0.09096901779828609,0,False,,
DC-A,SRVCHP_SRORC,R365MFC,R236ea,DC-A|SRVCHP_SRORC|R365MFC|R236ea,S2_DCA_SRVCHP-SRORC_R365MFC_R236ea_seed042_20260717T060425Z,12,25,0.010429703796412181,25,0.1378550957219955,0.1378550957219956,0.13785509572199547,2.7755575615628914e-17,-1.3877787807814457e-16,0.5868511169754036,34.06273549004087,0.4074514374600247,0.013774793047681588,0.05968050916291645,0.017307270321335,6628,6046,582,0.08780929390464695,0,False,,
DC-A,SRVCHP_SRORC,R601,R245fa,DC-A|SRVCHP_SRORC|R601|R245fa,S2_DCA_SRVCHP-SRORC_R601_R245fa_seed042_20260717T060425Z,13,18,0.007509386733416771,18,0.1373433069473205,0.1373433069473204,0.1373433069473205,0.0,1.1102230246251565e-16,0.5724715403214322,33.959534608340505,0.4139235853656571,0.02815436970165297,0.16288139086328357,0.010835122415702614,6565,6059,506,0.07707539984767707,0,False,,
DC-A,SRVCHP_SRORC,R600,R245fa,DC-A|SRVCHP_SRORC|R600|R245fa,S2_DCA_SRVCHP-SRORC_R600_R245fa_seed042_20260717T060425Z,14,18,0.007509386733416771,18,0.1364622084225171,0.1364622084225172,0.1364622084225171,0.0,-8.326672684688674e-17,0.5682289409373492,34.05518013159564,0.4062898647877007,0.03239696908573597,0.06723586760814726,0.01846884299365903,6554,5802,752,0.11473909063167531,0,False,,
DC-A,SRVCHP_SRORC,R601a,R600,DC-A|SRVCHP_SRORC|R601a|R600,S2_DCA_SRVCHP-SRORC_R601a_R600_seed042_20260717T060425Z,15,9,0.0037546933667083854,9,0.13985554907548362,0.139855549075483,0.13985554907548364,-2.7755575615628914e-17,6.38378239159465e-16,0.5886349982749868,33.96651962796259,0.4157847371476565,0.01199091174809841,0.15589637124119804,0.008973970633703199,6588,6127,461,0.06997571341833637,0,False,,
DC-A,SRVCHP_SRORC,R601,R600,DC-A|SRVCHP_SRORC|R601|R600,S2_DCA_SRVCHP-SRORC_R601_R600_seed042_20260717T060425Z,16,4,0.001668752607425949,4,0.13820299675165532,0.1382029967516552,0.13820299675165532,0.0,1.1102230246251565e-16,0.5977751367843612,33.95628521565588,0.413567772362012,0.002850773238723958,0.16613078354790645,0.011190935419347736,6603,5999,604,0.09147357261850673,0,False,,
DC-A,SRVCHP_SRORC,R365MFC,R600,DC-A|SRVCHP_SRORC|R365MFC|R600,S2_DCA_SRVCHP-SRORC_R365MFC_R600_seed042_20260717T060425Z,17,3,0.0012515644555694619,3,0.1373777129202587,0.1373777129202584,0.1373777129202587,0.0,2.7755575615628914e-16,0.5910106055871511,33.95710819556137,0.4116239002850745,0.009615304435934058,0.16530780364242048,0.013134807496285206,7898,7396,502,0.06356039503671816,0,False,,
DC-A,SRVCHP_SRORC,R365MFC,R245fa,DC-A|SRVCHP_SRORC|R365MFC|R245fa,S2_DCA_SRVCHP-SRORC_R365MFC_R245fa_seed042_20260717T060425Z,18,2,0.0008343763037129745,2,0.13727623930792077,0.1372762393079212,0.13727623930792077,0.0,-4.440892098500626e-16,0.5859270040013803,33.87004331027413,0.4117214886303144,0.014698906021704872,0.25237268892966114,0.013037219151045332,6607,6102,505,0.07643408506129862,0,False,,
DC-A,SRVCHP_SRORC,R601a,R236ea,DC-A|SRVCHP_SRORC|R601a|R236ea,S2_DCA_SRVCHP-SRORC_R601a_R236ea_seed042_20260717T060425Z,19,1,0.00041718815185648727,1,0.13656676780681268,0.136566786250311,0.13656676780681265,2.7755575615628914e-17,-1.8443498339681952e-08,0.577845274992466,34.04844322630562,0.4066822720556128,0.022780635030619223,0.07397277289816628,0.01807643572574691,6601,6277,324,0.04908347220118164,1,False,,
DC-A,SRVCHP_SRORC,R601a,R245fa,DC-A|SRVCHP_SRORC|R601a|R245fa,S2_DCA_SRVCHP-SRORC_R601a_R245fa_seed042_20260717T060425Z,20,0,0.0,0,0.1377160182149744,0.1377160182149743,0.1377160182149744,0.0,8.326672684688674e-17,0.5796852471117163,33.89597827772166,0.4135922941935968,0.020940662911368868,0.22643772148212804,0.011166413587762936,6643,6333,310,0.04666566310401927,0,False,,
DC-A,SRVCHP_SRORC,R245fa,R236ea,DC-A|SRVCHP_SRORC|R245fa|R236ea,S2_DCA_SRVCHP-SRORC_R245fa_R236ea_seed042_20260717T060425Z,21,0,0.0,0,0.13451214038935508,0.1345119638329034,0.13451214038935508,0.0,1.7655645168090928e-07,0.5855136663280812,34.052262550079085,0.3978651615122874,0.015112243695003968,0.07015344912470312,0.02689354626907231,8269,7223,1046,0.12649655339218768,1,False,,
DC-A,SRVCHP_SRORC,R600,R1234ze(E),DC-A|SRVCHP_SRORC|R600|R1234ze(E),S2_DCA_SRVCHP-SRORC_R600_R1234zeE_seed042_20260717T060425Z,22,0,0.0,0,0.11900337954907664,0.1190033795490767,0.11900337954907664,0.0,-5.551115123125783e-17,0.5655350644949814,33.93888398165476,0.3608470731640139,0.03509084552810382,0.1835320175490267,0.06391163461734584,8797,6872,1925,0.21882459929521428,0,False,,
DC-B,SBVCHP_SBORC,Cyclopentane,R227EA,DC-B|SBVCHP_SBORC|Cyclopentane|R227EA,S2_DCB_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z,1,1046,0.6517133956386293,854,0.06307440526823115,0.0631059556930078,0.06307440526823113,1.3877787807814457e-17,-3.155042477666348e-05,0.366537098352127,34.04871734903995,0.299141565273537,0.05147653494527099,0.0,0.05830780448215239,11850,10026,1824,0.1539240506329114,3,True,1,extreme_energy_density_thermal
DC-B,SBVCHP_SBORC,Cyclopentane,R365MFC,DC-B|SBVCHP_SBORC|Cyclopentane|R365MFC,S2_DCB_SBVCHP-SBORC_Cyclopentane_R365MFC_seed042_20260717T060425Z,2,355,0.22118380062305296,0,0.07543311586378698,0.075433115863787,0.075433115863787,-1.3877787807814457e-17,0.0,0.4151071751727706,33.931446283060865,0.3574493697556894,0.0029064581246273646,0.11727106597908232,0.0,6720,6539,181,0.02693452380952381,0,True,2,extreme_exergy_efficiency
DC-B,SBVCHP_SBORC,Cyclopentane,R245fa,DC-B|SBVCHP_SBORC|Cyclopentane|R245fa,S2_DCB_SBVCHP-SBORC_Cyclopentane_R245fa_seed042_20260717T060425Z,3,109,0.06791277258566979,0,0.07427898016204884,0.074278980162049,0.07427898016204884,0.0,-1.5265566588595902e-16,0.418013633297398,33.99456575987831,0.351570353522814,0.0,0.054151589161634206,0.0058790162328754,6663,6513,150,0.0225123818099955,0,True,3,extreme_eta_p2p
DC-B,SBVCHP_SBORC,Cyclopentane,R600,DC-B|SBVCHP_SBORC|Cyclopentane|R600,S2_DCB_SBVCHP-SBORC_Cyclopentane_R600_seed042_20260717T060425Z,4,52,0.032398753894081,0,0.07289636805998187,0.0728963680599817,0.07289636805998187,0.0,1.6653345369377348e-16,0.4085101788479549,33.93457239762952,0.3494490954070001,0.009503454449443116,0.1141449514104238,0.008000274348689329,6545,6451,94,0.01436210847975554,0,True,5,greedy_incremental_hypervolume
DC-B,SBVCHP_SBORC,Cyclopentane,R236ea,DC-B|SBVCHP_SBORC|Cyclopentane|R236ea,S2_DCB_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260717T060425Z,5,28,0.017445482866043614,0,0.07207591498790333,0.0720759149879025,0.07207591498790333,0.0,8.326672684688674e-16,0.4069007457803156,34.03571133552239,0.339226040942755,0.011112887517082393,0.013006013517554038,0.018223328812934425,7523,7222,301,0.04001063405556294,0,True,4,greedy_incremental_hypervolume
DC-B,SBVCHP_SBORC,Cyclopentane,R236fa,DC-B|SBVCHP_SBORC|Cyclopentane|R236fa,S2_DCB_SBVCHP-SBORC_Cyclopentane_R236fa_seed042_20260717T060425Z,6,8,0.004984423676012461,0,0.06903540945411102,0.0690358449969451,0.06903540945411102,0.0,-4.35542834076319e-07,0.3961012712866854,34.03881932145549,0.3271793266475031,0.021912362010712616,0.009898027584455349,0.030270043108186317,6903,6628,275,0.03983775170215848,2,False,,
DC-B,SBVCHP_SBORC,Cyclopentane,R1234ze(E),DC-B|SBVCHP_SBORC|Cyclopentane|R1234ze(E),S2_DCB_SBVCHP-SBORC_Cyclopentane_R1234zeE_seed042_20260717T060425Z,7,4,0.0024922118380062306,0,0.06453285554590617,0.0645328555459063,0.06453285554590618,-1.3877787807814457e-17,-1.249000902703301e-16,0.3764900421288702,34.03915774353025,0.3149087476780064,0.041523591168527774,0.009559605509700475,0.042540622077683,7795,7091,704,0.09031430404105195,0,False,,
DC-B,SBVCHP_SBORC,Cyclopentane,R600a,DC-B|SBVCHP_SBORC|Cyclopentane|R600a,S2_DCB_SBVCHP-SBORC_Cyclopentane_R600a_seed042_20260717T060425Z,8,3,0.001869158878504673,0,0.07022324584298557,0.0702232458429852,0.07022324584298557,0.0,3.7470027081099033e-16,0.4030634335827643,34.03546004340891,0.3381763992090548,0.014950199714633683,0.013257305631036331,0.019272970546634627,8292,8031,261,0.03147612156295224,0,False,,
