run_id,wp,cfg,fluid_hp,fluid_he,seed,sample_count,feasible_count,failure_count,feasible_rate
S1_DCD_SBVCHP-SBORC_R365MFC_R227EA_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R365MFC,R227EA,42,256,14,242,0.0546875
S1_DCD_SBVCHP-SBORC_R365MFC_R134a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R365MFC,R134a,42,256,13,243,0.05078125
S1_DCD_SBVCHP-SBORC_R365MFC_R152A_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R365MFC,R152A,42,256,7,249,0.02734375
S1_DCD_SRVCHP-SRORC_R365MFC_R1234zeE_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R365MFC,R1234ze(E),42,256,30,226,0.1171875
S1_DCD_SRVCHP-SRORC_R1234zeZ_R236ea_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1234ze(Z),R236ea,42,256,94,162,0.3671875
S1_DCD_SRVCHP-SRORC_R1234zeZ_R236fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1234ze(Z),R236fa,42,256,75,181,0.29296875
S1_DCD_SRVCHP-SRORC_R1234zeZ_R365MFC_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1234ze(Z),R365MFC,42,256,96,160,0.375
S1_DCD_SBVCHP-SBORC_R365MFC_R1234yf_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R365MFC,R1234yf,42,256,14,242,0.0546875
S1_DCD_SBVCHP-SBORC_R365MFC_R290_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R365MFC,R290,42,256,10,246,0.0390625
S1_DCD_SRVCHP-SRORC_R365MFC_R134a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R365MFC,R134a,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R365MFC_R600a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R365MFC,R600a,42,256,13,243,0.05078125
S1_DCD_SRVCHP-SRORC_R365MFC_R152A_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R365MFC,R152A,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_R365MFC_R227EA_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R365MFC,R227EA,42,256,57,199,0.22265625
S1_DCD_SRVCHP-SRORC_R365MFC_R1234yf_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R365MFC,R1234yf,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_R365MFC_R290_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R365MFC,R290,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R365MFC_R600_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R365MFC,R600,42,256,13,243,0.05078125
S1_DCD_SBVCHP-SBORC_R365MFC_R245fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R365MFC,R245fa,42,256,13,243,0.05078125
S1_DCD_SBVCHP-SBORC_R365MFC_R236ea_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R365MFC,R236ea,42,256,13,243,0.05078125
S1_DCD_SBVCHP-SBORC_R365MFC_R236fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R365MFC,R236fa,42,256,14,242,0.0546875
S1_DCD_SRVCHP-SRORC_R365MFC_R600a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R365MFC,R600a,42,256,53,203,0.20703125
S1_DCD_SRVCHP-SRORC_R365MFC_R600_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R365MFC,R600,42,256,79,177,0.30859375
S1_DCD_SRVCHP-SRORC_R365MFC_R245fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R365MFC,R245fa,42,256,76,180,0.296875
S1_DCD_SBVCHP-SBORC_R365MFC_R365MFC_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R365MFC,R365MFC,42,256,13,243,0.05078125
S1_DCD_SBVCHP-SBORC_Cyclopentane_R1234zeE_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Cyclopentane,R1234ze(E),42,256,136,120,0.53125
S1_DCD_SBVCHP-SBORC_Cyclopentane_R134a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Cyclopentane,R134a,42,256,76,180,0.296875
S1_DCD_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Cyclopentane,R227EA,42,256,122,134,0.4765625
S1_DCD_SRVCHP-SRORC_Cyclopentane_R1234zeE_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Cyclopentane,R1234ze(E),42,256,30,226,0.1171875
S1_DCD_SRVCHP-SRORC_R365MFC_R365MFC_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R365MFC,R365MFC,42,256,96,160,0.375
S1_DCD_SRVCHP-SRORC_R365MFC_R236ea_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R365MFC,R236ea,42,256,94,162,0.3671875
S1_DCD_SBVCHP-SBORC_Cyclopentane_R152A_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Cyclopentane,R152A,42,256,33,223,0.12890625
S1_DCD_SRVCHP-SRORC_R365MFC_R236fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R365MFC,R236fa,42,256,75,181,0.29296875
S1_DCD_SRVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Cyclopentane,R134a,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Cyclopentane,R227EA,42,256,56,200,0.21875
S1_DCD_SBVCHP-SBORC_Cyclopentane_R600a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Cyclopentane,R600a,42,256,166,90,0.6484375
S1_DCD_SRVCHP-SRORC_Cyclopentane_R152A_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Cyclopentane,R152A,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_Cyclopentane_R1234yf_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Cyclopentane,R1234yf,42,256,90,166,0.3515625
S1_DCD_SBVCHP-SBORC_Cyclopentane_R290_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Cyclopentane,R290,42,256,66,190,0.2578125
S1_DCD_SRVCHP-SRORC_Cyclopentane_R290_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Cyclopentane,R290,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_Cyclopentane_R1234yf_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Cyclopentane,R1234yf,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_Cyclopentane_R600_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Cyclopentane,R600,42,256,164,92,0.640625
S1_DCD_SBVCHP-SBORC_Cyclopentane_R245fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Cyclopentane,R245fa,42,256,163,93,0.63671875
S1_DCD_SRVCHP-SRORC_Cyclopentane_R600_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Cyclopentane,R600,42,256,79,177,0.30859375
S1_DCD_SBVCHP-SBORC_Cyclopentane_R236fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Cyclopentane,R236fa,42,256,166,90,0.6484375
S1_DCD_SRVCHP-SRORC_Cyclopentane_R600a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Cyclopentane,R600a,42,256,53,203,0.20703125
S1_DCD_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Cyclopentane,R236ea,42,256,167,89,0.65234375
S1_DCD_SRVCHP-SRORC_Cyclopentane_R245fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Cyclopentane,R245fa,42,256,76,180,0.296875
S1_DCD_SBVCHP-SBORC_Cyclopentane_R365MFC_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Cyclopentane,R365MFC,42,256,165,91,0.64453125
S1_DCD_SBVCHP-SBORC_Acetone_R1234zeE_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Acetone,R1234ze(E),42,256,115,141,0.44921875
S1_DCD_SRVCHP-SRORC_Acetone_R1234zeE_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Acetone,R1234ze(E),42,256,24,232,0.09375
S1_DCD_SBVCHP-SBORC_Acetone_R134a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Acetone,R134a,42,256,63,193,0.24609375
S1_DCD_SBVCHP-SBORC_Acetone_R227EA_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Acetone,R227EA,42,256,99,157,0.38671875
S1_DCD_SRVCHP-SRORC_Cyclopentane_R236ea_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Cyclopentane,R236ea,42,256,94,162,0.3671875
S1_DCD_SRVCHP-SRORC_Cyclopentane_R236fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Cyclopentane,R236fa,42,256,75,181,0.29296875
S1_DCD_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Cyclopentane,R365MFC,42,256,96,160,0.375
S1_DCD_SBVCHP-SBORC_Acetone_R152A_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Acetone,R152A,42,256,28,228,0.109375
S1_DCD_SRVCHP-SRORC_Acetone_R227EA_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Acetone,R227EA,42,256,39,217,0.15234375
S1_DCD_SRVCHP-SRORC_Acetone_R134a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Acetone,R134a,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_Acetone_R152A_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Acetone,R152A,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_Acetone_R1234yf_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Acetone,R1234yf,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_Acetone_R600a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Acetone,R600a,42,256,145,111,0.56640625
S1_DCD_SBVCHP-SBORC_Acetone_R1234yf_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Acetone,R1234yf,42,256,75,181,0.29296875
S1_DCD_SBVCHP-SBORC_Acetone_R600_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Acetone,R600,42,256,145,111,0.56640625
S1_DCD_SRVCHP-SRORC_Acetone_R290_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Acetone,R290,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_Acetone_R290_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Acetone,R290,42,256,53,203,0.20703125
S1_DCD_SBVCHP-SBORC_Acetone_R245fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Acetone,R245fa,42,256,144,112,0.5625
S1_DCD_SRVCHP-SRORC_Acetone_R600a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Acetone,R600a,42,256,44,212,0.171875
S1_DCD_SRVCHP-SRORC_Acetone_R600_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Acetone,R600,42,256,64,192,0.25
S1_DCD_SRVCHP-SRORC_Acetone_R245fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Acetone,R245fa,42,256,62,194,0.2421875
S1_DCD_SBVCHP-SBORC_Acetone_R236ea_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Acetone,R236ea,42,256,146,110,0.5703125
S1_DCD_SBVCHP-SBORC_Acetone_R236fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Acetone,R236fa,42,256,145,111,0.56640625
S1_DCD_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,Acetone,R365MFC,42,256,145,111,0.56640625
S1_DCF_SBVCHP-SBORC_R1233zdE_R1234zeE_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R1233zd(E),R1234ze(E),42,256,99,157,0.38671875
S1_DCD_SRVCHP-SRORC_Acetone_R236ea_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Acetone,R236ea,42,256,74,182,0.2890625
S1_DCD_SRVCHP-SRORC_Acetone_R236fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Acetone,R236fa,42,256,61,195,0.23828125
S1_DCD_SRVCHP-SRORC_Acetone_R365MFC_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,Acetone,R365MFC,42,256,76,180,0.296875
S1_DCF_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R1233zd(E),R227EA,42,256,79,177,0.30859375
S1_DCF_SBVCHP-SBORC_R1233zdE_R134a_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R1233zd(E),R134a,42,256,48,208,0.1875
S1_DCF_SRVCHP-SRORC_R1233zdE_R1234zeE_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R1233zd(E),R1234ze(E),42,256,24,232,0.09375
S1_DCF_SBVCHP-SBORC_R1233zdE_R152A_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R1233zd(E),R152A,42,256,29,227,0.11328125
S1_DCF_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R1233zd(E),R227EA,42,256,43,213,0.16796875
S1_DCF_SRVCHP-SRORC_R1233zdE_R134a_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R1233zd(E),R134a,42,256,0,256,0.0
S1_DCF_SBVCHP-SBORC_R1233zdE_R600a_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R1233zd(E),R600a,42,256,123,133,0.48046875
S1_DCF_SBVCHP-SBORC_R1233zdE_R1234yf_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R1233zd(E),R1234yf,42,256,59,197,0.23046875
S1_DCF_SRVCHP-SRORC_R1233zdE_R1234yf_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R1233zd(E),R1234yf,42,256,0,256,0.0
S1_DCF_SBVCHP-SBORC_R1233zdE_R290_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R1233zd(E),R290,42,256,46,210,0.1796875
S1_DCF_SRVCHP-SRORC_R1233zdE_R152A_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R1233zd(E),R152A,42,256,0,256,0.0
S1_DCF_SRVCHP-SRORC_R1233zdE_R290_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R1233zd(E),R290,42,256,0,256,0.0
S1_DCF_SBVCHP-SBORC_R1233zdE_R600_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R1233zd(E),R600,42,256,123,133,0.48046875
S1_DCF_SBVCHP-SBORC_R1233zdE_R245fa_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R1233zd(E),R245fa,42,256,123,133,0.48046875
S1_DCF_SRVCHP-SRORC_R1233zdE_R600a_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R1233zd(E),R600a,42,256,41,215,0.16015625
S1_DCF_SBVCHP-SBORC_R1233zdE_R236ea_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R1233zd(E),R236ea,42,256,123,133,0.48046875
S1_DCF_SBVCHP-SBORC_R1233zdE_R236fa_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R1233zd(E),R236fa,42,256,123,133,0.48046875
S1_DCF_SRVCHP-SRORC_R1233zdE_R600_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R1233zd(E),R600,42,256,59,197,0.23046875
S1_DCF_SRVCHP-SRORC_R1233zdE_R245fa_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R1233zd(E),R245fa,42,256,55,201,0.21484375
S1_DCF_SBVCHP-SBORC_R1233zdE_R365MFC_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R1233zd(E),R365MFC,42,256,123,133,0.48046875
S1_DCF_SBVCHP-SBORC_R601_R1234zeE_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601,R1234ze(E),42,256,24,232,0.09375
S1_DCF_SBVCHP-SBORC_R601_R227EA_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601,R227EA,42,256,24,232,0.09375
S1_DCF_SBVCHP-SBORC_R601_R134a_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601,R134a,42,256,14,242,0.0546875
S1_DCF_SBVCHP-SBORC_R601_R152A_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601,R152A,42,256,9,247,0.03515625
S1_DCF_SRVCHP-SRORC_R601_R1234zeE_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601,R1234ze(E),42,256,23,233,0.08984375
S1_DCF_SRVCHP-SRORC_R1233zdE_R236fa_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R1233zd(E),R236fa,42,256,57,199,0.22265625
S1_DCF_SRVCHP-SRORC_R1233zdE_R236ea_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R1233zd(E),R236ea,42,256,72,184,0.28125
S1_DCF_SRVCHP-SRORC_R1233zdE_R365MFC_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R1233zd(E),R365MFC,42,256,74,182,0.2890625
S1_DCF_SRVCHP-SRORC_R601_R134a_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601,R134a,42,256,0,256,0.0
S1_DCF_SRVCHP-SRORC_R601_R227EA_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601,R227EA,42,256,43,213,0.16796875
S1_DCF_SBVCHP-SBORC_R601_R1234yf_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601,R1234yf,42,256,20,236,0.078125
S1_DCF_SBVCHP-SBORC_R601_R290_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601,R290,42,256,15,241,0.05859375
S1_DCF_SBVCHP-SBORC_R601_R600a_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601,R600a,42,256,25,231,0.09765625
S1_DCF_SRVCHP-SRORC_R601_R152A_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601,R152A,42,256,0,256,0.0
S1_DCF_SRVCHP-SRORC_R601_R1234yf_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601,R1234yf,42,256,0,256,0.0
S1_DCF_SBVCHP-SBORC_R601_R600_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601,R600,42,256,25,231,0.09765625
S1_DCF_SRVCHP-SRORC_R601_R290_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601,R290,42,256,0,256,0.0
S1_DCF_SBVCHP-SBORC_R601_R245fa_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601,R245fa,42,256,25,231,0.09765625
S1_DCF_SBVCHP-SBORC_R601_R236ea_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601,R236ea,42,256,25,231,0.09765625
S1_DCF_SBVCHP-SBORC_R601_R236fa_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601,R236fa,42,256,25,231,0.09765625
S1_DCF_SRVCHP-SRORC_R601_R600_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601,R600,42,256,59,197,0.23046875
S1_DCF_SRVCHP-SRORC_R601_R600a_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601,R600a,42,256,41,215,0.16015625
S1_DCF_SRVCHP-SRORC_R601_R245fa_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601,R245fa,42,256,55,201,0.21484375
S1_DCF_SBVCHP-SBORC_R601_R365MFC_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601,R365MFC,42,256,25,231,0.09765625
S1_DCF_SBVCHP-SBORC_R601a_R1234zeE_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601a,R1234ze(E),42,256,19,237,0.07421875
S1_DCF_SBVCHP-SBORC_R601a_R134a_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601a,R134a,42,256,11,245,0.04296875
S1_DCF_SBVCHP-SBORC_R601a_R227EA_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601a,R227EA,42,256,19,237,0.07421875
S1_DCF_SBVCHP-SBORC_R601a_R152A_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601a,R152A,42,256,8,248,0.03125
S1_DCF_SRVCHP-SRORC_R601a_R1234zeE_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601a,R1234ze(E),42,256,24,232,0.09375
S1_DCF_SRVCHP-SRORC_R601_R365MFC_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601,R365MFC,42,256,74,182,0.2890625
S1_DCF_SRVCHP-SRORC_R601_R236fa_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601,R236fa,42,256,57,199,0.22265625
S1_DCF_SRVCHP-SRORC_R601_R236ea_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601,R236ea,42,256,72,184,0.28125
S1_DCF_SRVCHP-SRORC_R601a_R227EA_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601a,R227EA,42,256,44,212,0.171875
S1_DCF_SBVCHP-SBORC_R601a_R1234yf_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601a,R1234yf,42,256,16,240,0.0625
S1_DCF_SRVCHP-SRORC_R601a_R134a_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601a,R134a,42,256,0,256,0.0
S1_DCF_SRVCHP-SRORC_R601a_R152A_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601a,R152A,42,256,0,256,0.0
S1_DCF_SBVCHP-SBORC_R601a_R290_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601a,R290,42,256,11,245,0.04296875
S1_DCF_SBVCHP-SBORC_R601a_R600a_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601a,R600a,42,256,19,237,0.07421875
S1_DCF_SRVCHP-SRORC_R601a_R1234yf_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601a,R1234yf,42,256,0,256,0.0
S1_DCF_SBVCHP-SBORC_R601a_R600_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601a,R600,42,256,19,237,0.07421875
S1_DCF_SRVCHP-SRORC_R601a_R290_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601a,R290,42,256,0,256,0.0
S1_DCF_SBVCHP-SBORC_R601a_R245fa_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601a,R245fa,42,256,19,237,0.07421875
S1_DCF_SBVCHP-SBORC_R601a_R236ea_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601a,R236ea,42,256,19,237,0.07421875
S1_DCF_SRVCHP-SRORC_R601a_R600a_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601a,R600a,42,256,42,214,0.1640625
S1_DCF_SBVCHP-SBORC_R601a_R236fa_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601a,R236fa,42,256,19,237,0.07421875
S1_DCF_SRVCHP-SRORC_R601a_R245fa_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601a,R245fa,42,256,56,200,0.21875
S1_DCF_SRVCHP-SRORC_R601a_R600_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601a,R600,42,256,60,196,0.234375
S1_DCF_SBVCHP-SBORC_R601a_R365MFC_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R601a,R365MFC,42,256,19,237,0.07421875
S1_DCF_SBVCHP-SBORC_R365MFC_R1234zeE_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R365MFC,R1234ze(E),42,256,17,239,0.06640625
S1_DCF_SBVCHP-SBORC_R365MFC_R227EA_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R365MFC,R227EA,42,256,16,240,0.0625
S1_DCF_SBVCHP-SBORC_R365MFC_R134a_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R365MFC,R134a,42,256,11,245,0.04296875
S1_DCF_SBVCHP-SBORC_R365MFC_R152A_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R365MFC,R152A,42,256,7,249,0.02734375
S1_DCF_SRVCHP-SRORC_R601a_R365MFC_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601a,R365MFC,42,256,75,181,0.29296875
S1_DCF_SRVCHP-SRORC_R365MFC_R1234zeE_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R365MFC,R1234ze(E),42,256,24,232,0.09375
S1_DCF_SRVCHP-SRORC_R601a_R236fa_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601a,R236fa,42,256,58,198,0.2265625
S1_DCF_SRVCHP-SRORC_R601a_R236ea_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R601a,R236ea,42,256,73,183,0.28515625
S1_DCF_SRVCHP-SRORC_R365MFC_R227EA_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R365MFC,R227EA,42,256,44,212,0.171875
S1_DCF_SRVCHP-SRORC_R365MFC_R134a_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R365MFC,R134a,42,256,0,256,0.0
S1_DCF_SRVCHP-SRORC_R365MFC_R152A_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R365MFC,R152A,42,256,0,256,0.0
S1_DCF_SBVCHP-SBORC_R365MFC_R1234yf_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R365MFC,R1234yf,42,256,14,242,0.0546875
S1_DCF_SBVCHP-SBORC_R365MFC_R290_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R365MFC,R290,42,256,10,246,0.0390625
S1_DCF_SBVCHP-SBORC_R365MFC_R600a_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R365MFC,R600a,42,256,17,239,0.06640625
S1_DCF_SBVCHP-SBORC_R365MFC_R600_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R365MFC,R600,42,256,17,239,0.06640625
S1_DCF_SRVCHP-SRORC_R365MFC_R1234yf_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R365MFC,R1234yf,42,256,0,256,0.0
S1_DCF_SRVCHP-SRORC_R365MFC_R290_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R365MFC,R290,42,256,0,256,0.0
S1_DCF_SBVCHP-SBORC_R365MFC_R245fa_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R365MFC,R245fa,42,256,17,239,0.06640625
S1_DCF_SBVCHP-SBORC_R365MFC_R236ea_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R365MFC,R236ea,42,256,17,239,0.06640625
S1_DCF_SRVCHP-SRORC_R365MFC_R600a_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R365MFC,R600a,42,256,42,214,0.1640625
S1_DCF_SRVCHP-SRORC_R365MFC_R600_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R365MFC,R600,42,256,60,196,0.234375
S1_DCF_SBVCHP-SBORC_R365MFC_R236fa_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R365MFC,R236fa,42,256,17,239,0.06640625
S1_DCF_SRVCHP-SRORC_R365MFC_R245fa_seed042_20260716T121618Z,DC-F,SRVCHP_SRORC,R365MFC,R245fa,42,256,56,200,0.21875
S1_DCF_SBVCHP-SBORC_R365MFC_R365MFC_seed042_20260716T121618Z,DC-F,SBVCHP_SBORC,R365MFC,R365MFC,42,256,17,239,0.06640625
